image_path,brand,timestamp
images/brown/661.jpg,日产,2026-06-07T07:55:00
images/bus/1235.jpg,一汽,2026-06-07T07:55:00
images/red/529.jpg,长安,2026-06-07T07:55:00
images/car/426.jpg,起亚,2026-06-07T07:55:00
images/blue/1122.jpg,一汽,2026-06-07T07:55:00
images/green/2177.jpg,大众,2026-06-07T07:55:00
images/red/1190.jpg,雪佛兰,2026-06-07T07:55:00
images/bus/2535.jpg,其他,2026-06-07T07:55:00
images/car/365.jpg,大众,2026-06-07T07:55:00
images/white/317.jpg,别克,2026-06-07T07:55:00
images/minibus/20.jpg,一汽,2026-06-07T08:05:00
images/white/123.jpg,长安,2026-06-07T08:05:00
images/car/390.jpg,起亚,2026-06-07T08:05:00
images/white/340.jpg,五菱,2026-06-07T08:05:00
images/brown/622.jpg,现代,2026-06-07T08:05:00
images/brown/1735.jpg,江淮,2026-06-07T08:10:00
images/white/347.jpg,江铃,2026-06-07T08:10:00
images/truck/1336.jpg,江铃,2026-06-07T08:10:00
images/white/343.jpg,五菱,2026-06-07T08:10:00
images/green/2126.jpg,大众,2026-06-07T08:10:00
images/bus/2412.jpg,其他,2026-06-07T08:15:00
images/car/160.jpg,大众,2026-06-07T08:15:00
images/blue/1907.jpg,大众,2026-06-07T08:15:00
images/brown/3478.jpg,现代,2026-06-07T08:15:00
images/blue/574.jpg,大众,2026-06-07T08:15:00
images/green/1208.jpg,大众,2026-06-07T08:20:00
images/blue/475.jpg,江淮,2026-06-07T08:20:00
images/minibus/115.jpg,一汽,2026-06-07T08:20:00
images/white/82.jpg,福特,2026-06-07T08:20:00
images/red/684.jpg,奔驰,2026-06-07T08:20:00
images/yellow/Rotation_14.jpg,大众,2026-06-07T08:25:00
images/brown/337.jpg,大众,2026-06-07T08:25:00
images/car/62.jpg,大众,2026-06-07T08:25:00
images/silver/447.jpg,其他,2026-06-07T08:25:00
images/truck/1073.jpg,江铃,2026-06-07T08:25:00
images/bus/2412.jpg,舒驰,2026-06-07T08:30:00
images/silver/3540.jpg,标致,2026-06-07T08:30:00
images/yellow/Shift_6.jpg,江淮,2026-06-07T08:30:00
images/black/71.jpg,比亚迪,2026-06-07T08:30:00
images/black/239.jpg,福特,2026-06-07T08:30:00
images/bus/3232.jpg,其他,2026-06-07T08:35:00
images/black/407.jpg,起亚,2026-06-07T08:35:00
images/white/347.jpg,江铃,2026-06-07T08:35:00
images/blue/233.jpg,大众,2026-06-07T08:35:00
images/yellow/Flip_Vec_11.jpg,福田,2026-06-07T08:35:00
images/bus/2598.jpg,其他,2026-06-07T08:40:00
images/car/216.jpg,奥迪,2026-06-07T08:40:00
images/black/31.jpg,大众,2026-06-07T08:40:00
images/bus/3111.jpg,现代,2026-06-07T08:40:00
images/white/127.jpg,福特,2026-06-07T08:40:00
images/red/470.jpg,一汽,2026-06-07T08:45:00
images/truck/12.jpg,福田,2026-06-07T08:45:00
images/brown/116.jpg,长安,2026-06-07T08:45:00
images/truck/79.jpg,金杯,2026-06-07T08:45:00
images/car/208.jpg,雪佛兰,2026-06-07T08:45:00
images/blue/559.jpg,大众,2026-06-07T08:45:00
images/white/236.jpg,丰田,2026-06-07T08:45:00
images/blue/199.jpg,大众,2026-06-07T08:45:00
images/silver/267.jpg,东风,2026-06-07T08:45:00
images/yellow/Rotation_2.jpg,日产,2026-06-07T08:45:00
images/yellow/2611.jpg,雪佛兰,2026-06-07T08:50:00
images/yellow/Flip_Vec_2.jpg,日产,2026-06-07T08:50:00
images/car/62.jpg,大众,2026-06-07T08:50:00
images/black/411.jpg,丰田,2026-06-07T08:50:00
images/truck/1323.jpg,一汽,2026-06-07T08:50:00
images/blue/67.jpg,其他,2026-06-07T08:50:00
images/car/436.jpg,长安,2026-06-07T08:50:00
images/bus/2347.jpg,江淮,2026-06-07T08:50:00
images/car/414.jpg,大众,2026-06-07T08:50:00
images/black/732.jpg,本田,2026-06-07T08:50:00
images/white/54.jpg,现代,2026-06-07T08:50:00
images/black/1011.jpg,雪佛兰,2026-06-07T08:50:00
images/yellow/Flip_Hor_5.jpg,雪佛兰,2026-06-07T08:50:00
images/red/639.jpg,日产,2026-06-07T08:50:00
images/blue/305.jpg,一汽,2026-06-07T08:50:00
images/blue/720.jpg,铃木,2026-06-07T08:50:00
images/bus/2389.jpg,其他,2026-06-07T08:50:00
images/green/1033.jpg,大众,2026-06-07T08:50:00
images/red/649.jpg,奇瑞,2026-06-07T08:50:00
images/white/92.jpg,比亚迪,2026-06-07T08:50:00
images/silver/290.jpg,日产,2026-06-07T08:55:00
images/minibus/1287.jpg,五菱,2026-06-07T08:55:00
images/yellow/Flip_Hor_7.jpg,日产,2026-06-07T08:55:00
images/white/600.jpg,宝马,2026-06-07T08:55:00
images/blue/1235.jpg,一汽,2026-06-07T08:55:00
images/red/829.jpg,别克,2026-06-07T08:55:00
images/white/126.jpg,福田,2026-06-07T08:55:00
images/truck/191.jpg,一汽,2026-06-07T08:55:00
images/blue/538.jpg,福田,2026-06-07T08:55:00
images/truck/332.jpg,江铃,2026-06-07T08:55:00
images/black/14.jpg,奥迪,2026-06-07T08:55:00
images/blue/1041.jpg,其他,2026-06-07T08:55:00
images/white/806.jpg,五菱,2026-06-07T08:55:00
images/yellow/2646.jpg,江淮,2026-06-07T08:55:00
images/car/446.jpg,大众,2026-06-07T08:55:00
images/truck/1236.jpg,江淮,2026-06-07T08:55:00
images/red/723.jpg,福特,2026-06-07T08:55:00
